HOUSEID	AVGVEHS	CENSUS_D	CENSUS_R	DRVRCNTC	HHCHILD	HHCOMP	HHINCOME	HHR_SEX	HHSIZEC	LIF_CYC	POORC	TOTCOST	TOTGALS	TOTMILES	URBRUR
011827847	2	5	3	2	9	0	6	2	2	10	3	322.0084591	265.1334764	5153.741684	1
011828004	3.706849315	5	3	2	9	0	4	1	2	10	2	2608.421225	2022.129703	35784.89903	2
011828255	2.106849315	1	1	2	2	1	9	1	4	04	3	1532.803311	1128.928183	25968.68293	2
011828563	2	8	4	1	4	0	8	1	1	01	3	3048.352503	2264.555129	43720.66956	2
011828572	1	1	1	1	4	0	7	2	1	01	3	913.7076317	659.5688825	17340.74438	1
011828714	2	7	3	2	7	0	7	2	2	07	3	2285.644534	1819.243617	36631.56947	1
011828741	0	5	3	0	6	0	1	2	1	09	1	0	0	0	1
011828787	2	3	2	2	8	0	8	1	2	02	3	1902.604314	1439.976609	27028.1266	1
011828899	2	7	3	2	8	0	-9	2	2	02	-9	1520.776063	1183.905866	25926.84956	2
011829122	2.545205479	3	2	2	2	1	6	2	4	06	3	2886.854683	2184.875971	45296.03241	2
011829131	1	9	4	2	2	1	6	1	4	06	3	346.1407791	241.281959	5557.022619	1
011829168	1	4	2	2	9	0	8	2	2	10	3	645.2431711	461.8810035	10268.64669	1
011829261	2	1	1	2	9	0	7	1	3	10	3	1964.996519	1447.217109	33972.8326	2
011829300	3	3	2	1	6	0	6	2	1	09	3	1188.997329	899.9651624	16927.2705	2
011829337	4	5	3	4	3	1	8	1	4	08	3	3130.326621	2740.07576	66124.52751	1
011829449	0.665753425	1	1	2	9	0	6	2	2	10	3	100.2259405	72.36704354	1695.534054	1
011829739	2	8	4	3	3	1	8	2	5	04	3	1633.620155	1099.4288	17849.36809	1
011830360	2	5	3	2	2	1	-9	2	5	06	-9	2267.746918	1757.498327	34666.18262	2
011830593	1	9	4	1	5	0	5	2	1	01	3	451.4332465	309.1644433	8833.752962	1
011830753	5	4	2	4	3	1	8	1	4	08	3	2303.014142	1695.594434	33721.74458	1
011831031	0.876712329	3	2	1	6	0	-9	2	1	09	-9	281.8766111	210.252284	4235.648992	1
011831255	2	3	2	2	2	1	9	2	5	04	3	1435.034143	1024.649621	19328.39814	1
011831385	1	5	3	2	9	0	9	2	2	10	3	173.7395487	127.753774	2194.659612	1
011831639	1	2	1	2	7	0	3	1	2	02	2	169.361234	128.5342927	1670.120084	2
011831648	3	3	2	3	1	1	7	1	4	04	3	2574.979693	2008.092249	47980.98049	1
011832476	1	9	4	1	5	0	7	1	1	01	3	974.1258015	678.5129948	20951.24219	1
011832579	0	5	3	0	6	0	2	2	1	09	1	0	0	0	1
011832618	2	2	1	2	2	1	8	2	5	04	3	1798.10105	1385.510685	25860.5181	2
011832953	3	5	3	2	2	1	-9	2	4	06	-9	3705.404225	2871.580829	58067.73241	1
011832980	2	8	4	1	6	0	8	2	1	09	3	389.3019558	279.8159052	4620.082783	1
011833222	2	9	4	3	3	1	7	1	5	08	3	541.694476	377.4278946	10157.53647	1
011833286	3	6	3	2	2	1	7	2	3	06	3	1727.405139	1372.939158	30241.42638	1
011833709	3	5	3	2	2	1	9	1	4	06	3	3858.775578	2990.471558	58031.28408	2
011833875	4	2	1	4	3	1	8	1	5	06	3	2169.153394	1651.75993	39692.20094	1
011833884	3	9	4	2	9	0	9	2	2	10	3	2388.860143	1667.453723	28522.20926	2
011833905	2	1	1	2	2	1	9	2	4	06	3	1776.690589	1297.547133	37609.63494	2
011834498	1	5	3	2	8	0	9	1	2	02	3	1825.129075	1501.491213	25676.75207	2
011834706	2	2	1	1	9	0	4	1	2	10	3	925.8405041	702.5799827	12175.43106	1
011834854	2	9	4	2	8	0	7	2	2	02	3	1272.212738	871.2839439	15637.81165	2
011835011	2	5	3	2	9	0	5	1	2	10	3	622.2273739	508.3393143	9634.765785	2
011835525	4	3	2	1	5	0	8	2	1	02	3	6882.571321	4914.034043	119895.5126	1
011835721	1	1	1	1	2	1	8	2	3	05	3	1808.13243	1285.802095	25037.84618	1
011836090	4	4	2	3	3	1	7	2	3	08	3	2360.242464	1733.326959	31388.89181	2
011836269	4.956164384	5	3	3	8	0	6	1	3	07	3	5150.790326	3991.885995	80990.58291	2
011836335	4	4	2	3	2	1	8	2	4	06	3	2957.500473	2117.060067	38802.44736	1
011836540	0	3	2	1	2	1	2	2	4	03	1	0	0	0	1
011836737	5	3	2	2	8	0	9	2	2	02	3	5809.420441	4527.337343	74919.01546	2
011837060	4	9	4	3	3	1	9	2	3	08	3	3427.162156	2392.139774	57597.77574	1
011837109	2	9	4	2	9	0	6	1	2	10	3	1759.14587	1225.740819	26376.08431	1
011837136	2	5	3	2	2	1	7	1	5	04	3	2182.476149	1781.910284	42979.0108	1
011837163	2	5	3	2	7	0	7	2	2	02	3	3300.599192	2715.220896	51005.57507	1
011837480	1	5	3	1	6	0	-9	2	1	09	-9	0	0	0	1
011837592	1	1	1	1	5	0	-9	2	1	01	-9	232.0812984	170.9028907	5140	2
011837958	1	8	4	1	5	0	8	1	1	01	3	530.5690952	364.0350002	7250.066446	1
011838076	2	5	3	2	9	0	8	2	2	02	3	2142.096842	1578.35074	28511.65301	1
011838236	2	1	1	3	3	1	7	2	4	08	3	1352.789908	962.0333011	26364.27744	1
011838414	2	5	3	2	2	1	6	2	4	04	3	1662.058883	1367.465092	32157.74498	1
011838526	2	5	3	2	9	0	9	1	2	02	3	1220.082321	996.3316944	22030.46385	1
011839185	1	9	4	1	6	0	7	2	1	09	3	721.0311923	502.3251848	12540.20107	1
011839224	2	3	2	2	8	0	7	2	2	02	3	1249.817901	892.4101426	15445.48193	1
011839550	2	5	3	2	9	0	9	1	2	02	3	1988.284896	1572.452559	27957.90263	1
011839701	2.665753425	3	2	2	2	1	8	1	5	06	3	2087.503406	1556.938568	35792.45067	2
011839895	2	9	4	2	2	1	9	2	4	06	3	2426.404874	1693.619067	27992.47692	1
011840015	3.871232877	8	4	2	1	1	8	2	4	04	3	2805.448472	2000.53356	52701.78093	1
011840109	1.084931507	5	3	1	6	0	5	1	1	01	3	436.7654347	311.1446536	5253.19684	1
011840190	2	5	3	2	9	0	5	2	2	10	3	763.5853218	591.7013783	13281.78229	2
011840257	3	7	3	2	2	1	-9	2	3	06	-9	2397.962568	1795.302134	37097.04812	2
011840556	4	7	3	4	3	1	9	1	6	06	3	2403.746906	1913.587984	40877.13646	1
011840846	0.871232877	9	4	1	5	0	7	1	1	01	3	182.7144009	127.3488876	5481.083129	1
011841030	1	8	4	2	9	0	8	2	2	10	3	629.7468983	518.4740773	11780.86638	2
011841067	2	5	3	3	3	1	9	1	3	08	3	1082.82529	839.2654688	23417.14453	1
011841094	1	3	2	2	9	0	7	2	2	10	3	167.1073515	124.6620633	1987.867967	1
011841160	2	5	3	2	8	0	2	1	2	02	1	1875.31897	1362.736887	19636.45953	1
011841450	1	2	1	1	2	1	8	2	2	05	3	606.9977501	475.3240697	10400.26394	1
011842149	4.789041096	9	4	4	2	1	8	1	6	04	3	4042.829742	2816.59707	57652.26304	1
011842484	2	4	2	1	6	0	5	2	1	09	3	325.9926662	256.3811882	5004.438386	2
011842569	3	8	4	2	9	0	7	2	2	02	3	1463.634895	1076.528308	17934.0064	1
011842587	1	6	3	1	8	0	3	1	2	10	2	694.7588563	542.1805899	6470.730087	1
011843360	1	1	1	1	2	1	6	2	2	05	3	1012.00811	745.1711939	15351.60901	1
011843427	1	8	4	1	6	0	6	1	1	09	3	1094.572461	750.79828	13493.62146	1
011843463	2.791780822	1	1	2	8	0	9	1	2	02	3	3622.909304	2576.362296	44793.70572	1
011843632	3	6	3	3	3	1	8	2	3	08	3	1994.170671	1534.640347	41743.39554	2
011843904	2	3	2	2	1	1	9	2	3	04	3	1914.098955	1427.594714	33912.23022	1
011844200	2.643835616	6	3	2	1	1	9	2	3	04	3	2383.489249	1856.524296	33848.8049	1
011844376	1	5	3	1	6	0	6	2	1	09	3	271.135239	223.205044	5057.367953	1
011844572	2	3	2	2	2	1	9	2	3	06	3	1565.692193	1167.755866	26565.57357	1
011845074	0	1	1	0	6	0	2	2	1	09	1	0	0	0	1
011845168	1.956164384	5	3	2	9	0	8	1	2	10	3	1364.442488	1122.415984	22829.13137	2
011845243	3.956164384	6	3	2	9	0	-9	1	2	10	-9	2758.919432	2063.985494	41666.56875	1
011845261	1	5	3	1	9	0	8	2	2	10	3	265.7485534	195.8986082	3614.444929	1
011845542	1	3	2	1	9	0	7	1	2	10	3	851.9554015	608.3080283	11428.02623	1
011845690	2	4	2	2	2	1	8	2	4	06	3	968.9874709	693.6632302	13123.26203	2
011845980	2	8	4	2	2	1	9	2	3	06	3	1661.365542	1139.64612	24301.56071	1
011846017	1	4	2	1	6	0	2	2	1	09	1	98.690959	72.44616325	1041.599563	1
011846325	1	9	4	1	6	0	7	2	1	01	3	424.0990193	295.5262307	8468.768207	1
011846464	1	9	4	2	9	0	6	2	3	10	3	5064.457275	3526.717952	83515.79221	1
011846482	3	9	4	3	2	1	9	1	5	06	3	3198.983963	2228.870572	38681.09842	1
011846633	2	5	3	2	3	1	7	2	4	08	3	984.5835496	810.1983093	21784.09514	1
011846679	2.854794521	2	1	2	8	0	8	2	2	02	3	299.3304987	234.4522794	4906.56175	1
011846905	0	3	2	1	5	0	4	2	1	01	3	0	0	0	1
011847274	2	7	3	2	9	0	7	1	2	10	3	1656.188613	1289.312223	25930.68969	1
011847528	0	5	3	0	8	0	1	2	3	08	1	0	0	0	2
011847667	1	5	3	1	6	0	2	2	1	01	1	323.8734968	254.017994	4922.800059	1
011848123	1	9	4	1	2	1	5	2	6	04	1	332.2592073	238.1273567	3532.663812	2
011848132	2	4	2	2	9	0	7	2	2	10	3	841.2766448	602.2583534	9277.34843	2
011848187	1	1	1	1	4	0	7	1	1	01	3	768.6140732	535.8889576	12092.6101	2
011848525	1	9	4	1	5	0	7	2	1	09	3	399.1039782	278.1352935	7398.440526	1
011848552	2	5	3	1	2	1	3	2	2	05	2	1347.309869	1108.618802	27025.95361	1
011849380	0	5	3	1	2	1	6	2	2	05	3	0	0	0	1
011849782	1	2	1	1	5	0	4	2	1	01	3	157.6112043	123.4599709	1939.528263	1
011849830	1.706849315	5	3	2	9	0	2	2	2	10	1	351.5407981	275.521048	5884.266308	2
011849915	2	5	3	1	5	0	7	1	1	01	3	1751.579754	1357.506634	30923.45056	1
011850180	2	5	3	1	8	0	7	2	2	10	3	610.0081569	478.244626	8183.630434	2
011850292	4	3	2	2	8	0	7	2	2	02	3	3465.305578	2622.768952	36934.17163	1
011850313	6	6	3	3	3	1	9	1	4	06	3	4201.407329	3273.130658	72000.08165	2
011850519	2	2	1	2	9	0	6	1	2	10	3	1271.961731	965.1974156	17805.58207	2
011850676	1	6	3	1	5	0	2	2	1	01	1	316.2087612	246.38852	5756.721586	2
011850733	0	5	3	0	6	0	4	2	1	09	3	0	0	0	1
011850872	2	9	4	2	2	1	7	2	3	06	3	1093.392523	761.8204312	21965.35325	1
011850920	1.953424658	1	1	2	8	0	7	1	2	10	3	948.4316647	668.6003429	15694.94485	1
011851141	1	4	2	1	6	0	8	2	1	09	3	214.4991194	150.7132539	2538.161099	1
011851169	2	5	3	3	2	1	8	2	3	06	3	1679.503707	1381.898373	27691.5593	1
011851374	2	9	4	2	8	0	9	1	2	02	3	1489.32937	1053.864054	26074.06671	1
011851507	1	5	3	1	2	1	8	2	2	05	3	195.6808375	161.2407244	1843.341414	1
011851776	1	9	4	1	5	0	-9	2	1	01	-9	353.1551575	246.5117589	6681.474068	1
011851785	1	3	2	2	9	0	4	1	2	10	3	982.8874583	743.8897395	15529.59908	2
011851981	1	2	1	1	6	0	7	1	1	09	3	477.8940258	374.2317474	9093.438465	1
011852036	2	5	3	2	8	0	7	2	2	02	3	775.5259461	608.1372224	12495.73489	1
011852504	2	9	4	2	2	1	8	2	3	06	3	1006.482566	701.3476045	14603.57817	1
011852513	1	4	2	2	8	0	4	2	2	02	2	125.1720247	94.382571	2881.711349	1
011852876	2	4	2	3	2	1	8	1	4	06	3	785.7835542	618.3525982	12378.29061	1
011853118	2	5	3	1	6	0	7	1	1	01	3	934.9929625	724.5353518	16429.83863	1
011853284	0	5	3	3	7	0	4	2	3	02	2	0	0	0	1
011853994	2	2	1	2	9	0	8	2	2	02	3	777.8647006	590.278039	13422.76403	1
011854188	1	9	4	1	2	1	5	2	3	06	3	0	0	0	1
011854478	0	8	4	1	5	0	1	2	1	01	1	0	0	0	1
011854704	3	8	4	2	9	0	9	1	2	02	3	1526.173734	1130.386741	21798.05948	1
011855158	0	3	2	1	9	0	4	2	2	10	3	0	0	0	1
011855309	4	3	2	3	3	1	8	2	6	06	3	3938.943072	2948.371953	63446.32104	1
011855354	1	1	1	1	9	0	5	2	2	10	3	226.7658144	163.7324119	2747.534755	1
011855514	1.873972603	3	2	2	1	1	7	2	3	04	3	640.8770977	461.9426546	9407.3742	2
011855550	4	3	2	1	6	0	9	1	1	01	3	3840.286897	2864.241652	53272.0518	2
011855934	2	9	4	2	9	0	7	2	2	10	3	1846.542291	1300.771858	18704.80973	2
011855943	2	6	3	2	9	0	6	2	2	02	3	1494.403201	1124.53453	19675.31269	2
011856258	1	8	4	1	2	1	9	1	3	05	3	0	0	0	1
011856539	1	3	2	1	9	0	6	1	2	10	3	688.6021177	537.0138046	11844.7516	2
011856557	2	9	4	2	9	0	5	2	2	10	3	241.6051287	167.9593286	2282.281015	1
011856623	3.873972603	3	2	4	3	1	7	2	4	08	3	3779.083116	2860.166756	58273.83788	1
011856913	1	9	4	2	8	0	6	2	2	10	3	769.230874	535.9331632	11299.21275	1
011857198	1	7	3	1	2	1	6	2	2	05	3	953.0665244	769.3696209	18417.12974	1
011857291	2	2	1	3	3	1	9	2	5	06	3	1615.18211	1228.414523	21594.80097	2
011857312	3	4	2	2	8	0	9	2	2	02	3	2151.403154	1622.305036	31424.11122	1
011857787	4	5	3	2	2	1	4	2	3	06	2	2552.10237	2000.895998	35828.31059	1
011858681	2	9	4	2	9	0	5	1	2	02	3	1452.862972	1028.465014	15713.32599	1
011859165	2	2	1	2	1	1	8	2	6	04	3	1115.011703	846.6251241	12777.09721	1
011859213	2	9	4	2	8	0	6	1	3	10	3	2428.335311	1694.957709	28486.88117	1
011859277	2	8	4	2	8	0	8	1	2	02	3	2418.045527	1801.309278	32920.17937	1
011859295	2.871232877	9	4	3	2	1	9	2	4	06	3	3549.315684	2472.366685	51875.68992	1
011859718	3	4	2	2	9	0	7	1	2	10	3	1003.474673	738.72696	18550.7777	1
011859941	3	5	3	2	8	0	6	1	2	10	3	1452.259354	1062.790529	17640.68704	1
011860152	3.789041096	5	3	2	8	0	7	1	2	07	3	4628.257123	3586.696723	61347.22323	1
011860367	1	2	1	1	9	0	5	1	2	02	3	592.5046209	449.6043019	9841.1106	1
011860442	3	2	1	2	8	0	7	2	2	02	3	2695.831918	2045.611762	36493.64721	2
011860563	1	4	2	1	6	0	4	2	1	09	3	191.7251171	137.2725369	2085.726766	1
011860732	2.953424658	2	1	3	8	0	7	1	3	08	3	1890.195884	1480.162207	31492.33415	1
011860769	2	9	4	2	9	0	7	2	2	02	3	1632.366678	1137.225505	24963.03291	1
011860808	1	9	4	1	2	1	1	2	3	05	1	3767.130297	2623.347097	69615.54719	1
011860974	2	9	4	2	2	1	-9	1	4	04	-9	1053.946862	734.4968162	15183.54487	1
011860983	5.742465753	6	3	2	8	0	8	1	2	02	3	4372.86316	3460.870426	77451.98648	1
011861364	1	5	3	1	8	0	7	2	3	10	3	1044.261025	818.5654319	14854.39376	1
011862080	2	5	3	2	8	0	8	1	2	10	3	502.0827384	413.3788777	8755.798534	2
011862110	1.873972603	8	4	2	8	0	9	2	2	02	3	1768.859013	1190.24462	30305.52014	1
011862811	2	8	4	2	2	1	8	2	3	06	3	1219.549355	836.6558032	18185.27858	1
011862914	1	5	3	1	6	0	-9	2	1	09	-9	185.8007811	144.1795868	1757.447913	1
011863108	4	2	1	2	2	1	9	1	4	06	3	1866.676495	1461.739047	19773.52748	2
011863322	3	9	4	2	9	0	-9	1	2	02	-9	3316.36477	2297.486601	45021.37137	1
011863407	2	7	3	0	6	0	1	2	1	01	1	2112.032004	1597.096564	25537.72001	1
011863443	0.871232877	2	1	3	3	1	7	1	5	04	3	777.0164093	589.6037496	11485.20243	1
011863519	1.783561644	5	3	2	7	0	9	2	2	02	3	2204.269065	1708.343223	27259.70526	2
011863555	1	9	4	1	4	0	6	1	1	01	3	569.4263405	397.459125	12409.05702	1
011863779	2	3	2	2	2	1	7	2	5	04	3	2424.829355	1731.321696	33696.83913	2
011865081	2	3	2	2	2	1	7	1	5	04	3	2837.867674	2026.205218	42621.91653	2
011865139	2	2	1	2	8	0	-9	2	2	02	-9	2085.628216	1633.15639	28014.98224	2
011865166	2	9	4	2	2	1	4	2	3	06	2	1220.661786	852.0338433	19161.53219	1
011865214	1.871232877	1	1	2	2	1	9	1	3	06	3	2136.348929	1560.207907	36808.32787	2
011865223	1	1	1	2	2	1	9	1	4	06	3	2388.709111	1698.635479	39804.79076	2
011865287	5	8	4	2	2	1	7	2	4	04	3	4973.117454	3711.848606	70787.56967	1
011865474	1	4	2	1	6	0	3	2	1	09	2	131.002448	93.79965758	1727.231862	1
011865698	3	1	1	2	2	1	7	2	4	04	3	1574.705204	1153.445021	18906.02407	2
011865933	2	2	1	2	9	0	7	2	2	02	3	2839.942891	2125.017992	43379.59343	1
011866538	2	8	4	2	9	0	7	2	2	10	3	560.427442	403.1195349	5872.865628	1
011866770	1	3	2	1	9	0	7	1	2	10	3	370.4280483	276.2996959	5413.303886	2
011866798	2	5	3	2	1	1	9	2	4	04	3	1572.390581	1218.671276	26468.80471	1
011866912	1	5	3	1	1	1	7	2	4	04	3	1577.211515	1162.437462	31125.66515	1
011867218	2	7	3	2	9	0	7	1	2	10	3	1618.21103	1306.407438	30391.69287	1
011867290	2	8	4	2	3	1	8	2	2	07	3	630.1533866	466.7235243	10373.158	1
011867366	1	9	4	1	5	0	7	1	1	01	3	1358.122019	945.8909356	29821.90432	1
011867544	3	9	4	2	8	0	7	2	2	02	3	1791.760773	1335.758383	29662.84135	1
011867795	2	5	3	2	8	0	6	1	2	02	3	483.9035303	379.5566425	9121.471448	1
011867852	4	3	2	3	2	1	8	2	4	06	3	3916.010122	2920.708204	55658.49932	1
011867889	0.539726027	4	2	2	9	0	9	2	2	10	3	137.7731154	108.4336558	2524.820523	1
011867955	2	4	2	2	8	0	9	2	2	02	3	1221.541332	931.2954317	23522.64992	1
011868130	4	9	4	2	9	0	-9	1	2	10	-9	941.461909	682.5787801	10303.60633	1
011868185	2	2	1	1	8	0	8	1	2	02	3	3032.061018	2300.678828	46848.872	1
011868514	1.871232877	5	3	2	9	0	9	2	2	02	3	1632.516293	1279.679513	27402.6581	1
011868569	2	9	4	2	8	0	9	2	2	02	3	1103.433785	768.8480239	19171.33931	1
011868710	1	9	4	1	6	0	4	2	1	09	3	146.1501046	100.1018842	2771.441665	1
011868970	2	3	2	2	8	0	9	2	2	02	3	3219.415943	2436.551738	44945.3227	1
011869098	3	7	3	3	2	1	7	1	4	06	3	2078.822741	1618.37618	35079.70118	2
011869128	1	1	1	1	5	0	8	2	1	01	3	696.1463608	502.536221	11152.25667	1
011869182	3	3	2	1	8	0	9	1	2	10	3	698.1687472	544.1357218	8396.968902	2
011869276	3.602739726	6	3	3	8	0	9	1	3	02	3	2556.937257	1949.739512	35773.98951	2
011869641	2	6	3	2	2	1	3	2	4	04	1	1695.898576	1323.066924	26292.61032	2
011869799	1.621917808	5	3	2	2	1	6	2	4	04	3	2271.927255	1780.685386	39383.80831	2
011869995	1.706849315	3	2	2	9	0	6	2	2	10	3	1083.340502	819.9553796	14208.68539	2
011870115	1	5	3	1	6	0	7	1	1	09	3	232.734549	191.6084562	4520.567667	1
011870302	3.460273973	5	3	3	8	0	-9	2	3	02	-9	2800.869952	2304.590225	46526.00149	1
011870517	1	8	4	1	6	0	3	1	1	09	2	241.6936513	179.0999972	4517.101973	1
011871103	5	5	3	2	8	0	9	1	2	02	3	4745.34319	3498.21312	67628.48558	2
011871194	1	9	4	1	5	0	-9	2	1	01	-9	624.7768551	435.3469948	9029.567429	1
011871297	2	9	4	2	2	1	6	2	4	06	3	2170.998885	1512.491155	25477.59669	1
011871336	3	1	1	4	3	1	9	2	4	08	3	4051.815571	2924.79332	74203.98493	1
011871354	2	3	2	2	8	0	8	1	2	10	3	1130.997226	812.1577075	14990.74393	2
011871466	3	5	3	2	8	0	9	2	2	02	3	3737.03419	3271.167349	55931.24544	2
011871671	1.706849315	4	2	2	9	0	-9	2	2	10	-9	843.1461875	642.9182444	13514.80775	1
011871699	2	3	2	2	7	0	8	2	2	02	3	3525.042088	2667.827999	54223.99848	2
011871729	2	1	1	2	8	0	7	1	2	02	3	1971.397167	1389.697375	22928.44994	2
011871792	3.789041096	3	2	3	2	1	6	2	5	04	2	5045.264997	3762.882022	80712.46884	2
011872061	1	3	2	1	6	0	6	2	1	09	3	519.8360713	393.4509512	8671.892473	1
011872155	1	1	1	1	8	0	4	1	3	10	2	731.9238755	538.9366991	15513.28188	2
011872502	3	6	3	2	8	0	6	2	2	02	3	3815.525181	2995.587269	45319.56777	1
011872520	2	9	4	2	1	1	8	1	3	04	3	1904.313861	1329.215999	22370.77187	1
011872641	1	1	1	1	5	0	-9	2	1	01	-9	625.9260959	451.8378465	13757.73838	1
011872708	3	5	3	2	2	1	7	1	2	05	3	3248.243399	2843.117897	63248.14676	2
011873116	2	6	3	2	9	0	9	1	2	02	3	1463.618954	1163.265561	22009.06029	1
011873152	1	9	4	1	5	0	-9	2	1	01	-9	684.8799565	477.1984352	9960.410579	1
011873200	0.953424658	4	2	1	4	0	4	2	1	01	3	636.6776256	479.9843116	14463.00793	1
011873264	2	3	2	1	8	0	7	2	2	10	3	1730.977296	1349.925758	22201.54105	2
011873303	1.956164384	6	3	1	5	0	5	1	1	01	3	1705.520804	1355.469627	25261.32681	2
011873367	2	5	3	2	3	1	6	2	3	07	3	3248.200682	2672.073681	68503.0266	1
011873376	3	2	1	2	2	1	-9	1	4	06	-9	6222.217375	4872.110481	83443.05425	1
011873415	2	2	1	2	8	0	8	1	2	02	3	2952.426525	2240.281598	35490.66756	2
011873433	1	9	4	1	6	0	8	2	1	01	3	370.5082643	258.2206237	6900.140012	1
011873648	1	3	2	1	4	0	7	1	1	01	3	858.0258036	669.1344117	13950.58464	1
011873929	2	5	3	2	8	0	6	1	2	10	3	1733.75077	1343.745245	28556.14275	1
011873992	3	4	2	2	9	0	9	2	2	02	3	2321.059082	1825.843189	39917.47764	2
011874300	6	1	1	3	8	0	6	1	3	02	3	4579.428584	3408.209325	58910.11418	2
011874887	2.545205479	5	3	3	3	1	8	1	6	04	3	1726.349635	1420.511465	26414.1207	1
011875062	1	3	2	1	2	1	3	2	3	03	1	91.25680346	64.94218733	528.8717602	2
011875576	1	4	2	1	6	0	2	1	1	09	1	70.13265151	50.03786169	674.7869917	2
011875633	0	8	4	2	2	1	7	1	4	06	3	0	0	0	1
011875736	2	9	4	2	1	1	8	1	4	04	3	1903.747029	1326.115755	34535.17885	1
011875763	1	2	1	1	9	0	4	2	2	02	3	303.195564	230.0883614	4609.523815	2
011875996	2	6	3	2	1	1	8	2	4	04	3	2763.355199	2195.78987	50031.73438	1
011876014	1	2	1	1	9	0	6	1	2	10	3	283.5952612	215.210691	5246.139536	1
011876256	1	9	4	1	5	0	9	2	1	01	3	146.182992	102.0339867	1891.626624	1
011876573	2	5	3	2	9	0	-9	1	2	10	-9	1078.857431	811.7673109	18217.1691	2
011876751	1.871232877	2	1	2	8	0	9	1	2	02	3	1916.314899	1456.271737	34131.33639	1
011876788	3	5	3	3	2	1	9	2	3	06	3	2604.951064	2143.444599	36897.95092	1
011876993	2	5	3	2	7	0	9	2	2	02	3	1332.137346	1044.356169	21610.87189	1
011877002	1	9	4	2	7	0	9	1	2	02	3	1370.214634	954.3834704	22406.61875	1
011877020	1	5	3	1	5	0	8	2	1	01	3	603.2774436	496.3921769	12912.8747	1
011877084	1	3	2	1	5	0	8	1	1	01	3	757.2935552	590.5788924	13573.91056	1
011877123	1	4	2	1	4	0	6	1	1	01	3	802.6070529	631.3152755	17252.09413	1
011877169	1	2	1	1	8	0	4	2	2	07	2	1375.845624	1043.966439	26585.51976	1
011877691	3	9	4	2	2	1	7	1	4	06	3	1707.210194	1192.980921	33528.84746	1
011877776	0	4	2	0	6	0	2	2	1	09	1	0	0	0	1
011878531	1	8	4	1	4	0	6	2	1	01	3	570.523174	391.383925	10031.54014	1
011878719	2	5	3	1	8	0	3	2	2	10	2	707.9470298	555.3695021	6859.095828	1
011878997	1.832876712	5	3	2	7	0	9	1	2	02	3	1382.752006	1084.033635	20357.08286	1
011879060	2	5	3	1	6	0	5	2	1	01	3	982.9260658	771.26752	30674.09976	1
011879097	3	4	2	2	9	0	6	1	2	10	3	2796.250919	2199.821961	33758.21046	2
011879369	2	5	3	2	8	0	9	2	2	02	3	2092.17131	1574.137039	37209.56784	1
011879462	1	5	3	1	5	0	7	1	1	01	3	910.1489815	748.9096455	12180.32453	1
011879574	2	6	3	3	3	1	8	2	4	06	3	2241.750486	1748.823705	31809.64022	1
011879949	0	5	3	0	6	0	3	2	1	09	2	0	0	0	1
011880020	1	4	2	2	9	0	4	1	2	10	3	371.5172861	292.3117595	8129.465636	1
011880066	1.068493151	1	1	2	2	1	7	1	5	04	3	803.1218238	579.7648971	11018.45045	2
011880187	2	5	3	2	8	0	8	2	2	02	3	1455.715679	1128.427852	16323.29627	1
011880516	2.545205479	6	3	3	3	1	8	2	3	08	3	1092.493034	869.3689058	14296.97711	1
011880525	5	4	2	4	8	0	7	2	4	10	3	3334.689001	2514.011062	67933.11346	1
011881054	1	1	1	2	7	0	9	1	2	02	3	306.0432883	220.9473401	5199.21447	1
011881250	2	9	4	1	6	0	4	1	1	09	3	2368.024774	1652.855546	38718.93639	1
011881287	2.630136986	9	4	2	8	0	9	1	2	02	3	2063.823381	1437.868908	28088.73847	1
011881438	3	5	3	2	1	1	8	1	3	04	3	4187.641393	3282.350121	57177.94141	1
011882006	2	6	3	1	9	0	7	2	2	10	3	1151.869036	915.5299717	19015.56234	1
011882341	2	2	1	2	8	0	8	1	3	02	3	849.6581989	644.7585638	13547.08122	1
011882604	2	6	3	2	2	1	8	2	5	04	3	1613.589879	1283.592629	23604.48649	1
011882707	2	5	3	2	9	0	7	2	2	10	3	1452.404652	1271.562439	19567.87827	1
011882949	3.457534247	2	1	3	3	1	9	2	4	06	3	287.2012939	224.5834376	2579.768274	1
011883085	1	1	1	1	9	0	8	2	3	10	3	1676.814122	1192.426125	21865.40261	1
011883115	1	9	4	1	6	0	8	2	1	09	3	945.2013023	659.7425562	15842.71432	1
011883544	0.789041096	9	4	1	6	0	5	1	1	09	3	388.0045448	270.4632393	4313.392512	1
011883553	4	9	4	4	2	1	8	2	6	04	3	3482.050253	2425.920352	46315.87909	1
011883786	2	3	2	2	9	0	7	2	2	10	3	866.1066567	655.6011435	7871.271082	2
011883834	2.950684932	3	2	2	8	0	-9	1	2	02	-9	1661.831047	1239.484413	28595.72309	2
011884345	1	5	3	1	5	0	6	2	1	01	3	569.5865363	428.5649763	12318.33051	2
011884729	1	9	4	2	3	1	8	2	3	08	3	969.1244121	675.0556675	18607.60945	1
011884738	1	2	1	2	9	0	-9	2	2	02	-9	1727.497332	1352.65847	31720.99973	1
011884756	2	5	3	1	6	0	9	1	1	09	3	1447.715967	1067.040027	25758.46228	2
011884813	2	6	3	2	8	0	9	1	2	02	3	890.4019078	708.4270226	15544.25598	1
