HOUSEID	AVGVEHS	CENSUS_D	CENSUS_R	DRVRCNTC	HHCHILD	HHCOMP	HHINCOME	HHR_SEX	HHSIZEC	LIF_CYC	POORC	TOTCOST	TOTGALS	TOTMILES	URBRUR
010006720	2	8	4	1	8	0	6	1	2	10	3	262.8234463	189.5274805	2906.630926	1
010007044	3	8	4	2	9	0	7	2	2	10	3	1198.768773	855.0361829	16645.92957	1
010007295	2	2	1	2	8	0	4	1	2	02	2	673.9899139	511.4645136	10815.58233	1
010007334	2	5	3	2	2	1	9	1	3	06	3	1198.886149	986.5202563	26180.44619	1
010007576	2	4	2	1	6	0	6	1	1	01	3	802.0588273	574.1916982	8860.882891	2
010007606	2	9	4	2	2	1	6	2	4	06	2	1491.858454	1041.308927	29022.86405	1
010007875	4	9	4	3	7	0	9	1	3	02	3	3941.045042	2745.299526	67590.41203	1
010008005	3	3	2	3	3	1	7	2	3	08	3	1660.860357	1235.783835	26716.8109	2
010008135	2	9	4	2	8	0	4	1	2	02	2	929.2600856	684.367485	10789.70077	1
010008265	2	4	2	1	1	1	6	1	2	03	3	962.705666	723.6016885	18006.76858	2
010008528	0	3	2	0	5	0	2	1	1	09	1	0	0	0	1
010008649	2	2	1	2	9	0	8	2	2	10	3	2265.13881	1718.76673	37812.7305	1
010008667	2	5	3	3	3	1	9	2	4	04	3	2303.448054	1805.561241	32569.99485	1
010008827	3	3	2	2	8	0	8	1	2	10	3	1638.662908	1277.980112	21644.03	2
010009534	2.005479452	8	4	2	8	0	9	1	2	02	3	1400.625056	960.8378523	21865.01089	2
010009619	3	9	4	3	7	0	9	1	4	08	3	1715.264444	1212.65924	30479.26367	1
010009646	2	4	2	2	8	0	5	2	2	10	3	497.0987273	379.3345843	5882.456337	2
010009664	2	2	1	2	3	1	-9	1	4	06	-9	1981.699844	1473.273888	29571.67283	1
010009888	3	5	3	2	1	1	7	1	3	04	3	2339.502746	1725.220988	30564.25606	1
010010071	2.002739726	3	2	2	8	0	8	2	3	02	3	2071.474937	1479.020985	37361.09521	1
010011069	5	5	3	4	3	1	9	2	4	06	3	3013.229596	2465.74083	51029.86834	1
010011108	1	8	4	2	8	0	8	1	2	02	3	1286.488818	952.68758	19010.61316	1
010011265	2	2	1	3	3	1	7	2	5	06	3	529.0639488	401.2158423	7412.395663	1
010011797	2	9	4	1	5	0	5	2	1	09	3	1412.745957	992.5343513	26383.708	1
010011993	2	9	4	2	9	0	8	2	2	10	3	377.6152601	263.364784	5155.66496	1
010012002	2	4	2	2	8	0	9	2	2	02	3	1822.780576	1304.766872	27153.20341	1
010012084	2	3	2	2	9	0	7	1	2	10	3	633.6825925	494.2213265	10041.0238	1
010012301	2	7	3	2	2	1	9	2	5	04	3	3854.207592	3071.047158	47695.39739	2
010012534	0	8	4	0	2	1	3	2	2	05	2	0	0	0	1
010012552	1	5	3	2	9	0	7	2	2	10	3	514.4980219	420.1946284	8112.237268	2
010012655	2	3	2	2	7	0	6	1	2	02	3	2947.686539	2138.455296	55548.7864	2
010012879	1	3	2	1	3	1	3	2	4	05	1	545.8506917	425.6973972	8529.304228	2
010012909	1	9	4	1	6	0	5	2	1	09	3	14.25729153	9.739066638	161.69485	1
010013063	1	5	3	1	6	0	4	2	1	01	3	545.3325697	422.6651836	12602.31128	2
010013175	1	5	3	1	6	0	7	2	1	09	3	227.3012895	176.3082413	2880.99984	1
010013380	0	2	1	0	4	0	1	2	1	01	1	0	0	0	1
010013522	2	3	2	2	8	0	6	2	2	10	3	2068.639251	1477.011296	28417.50965	2
010013689	1	9	4	1	6	0	5	2	1	09	3	604.3515029	421.136871	8328.024032	1
010013719	1	3	2	1	1	1	-9	1	2	03	-9	885.1695019	632.0316389	9660.243182	2
010013746	2	9	4	2	1	1	7	1	4	04	3	2449.184346	1705.976694	37412.45522	1
010013803	2	9	4	4	9	0	7	2	6	08	2	1476.016252	1028.519797	16731.08596	2
010013906	2	3	2	1	5	0	3	2	1	01	2	541.6025074	408.4571735	10629.51502	2
010013997	2	5	3	2	1	1	8	2	4	04	3	1917.107923	1502.935226	21395.61919	1
010014033	0	9	4	1	6	0	3	2	1	01	2	0	0	0	1
010014350	3	3	2	2	1	1	8	1	4	04	3	1077.305705	791.4358039	19115.0699	1
010014529	2	9	4	2	8	0	9	2	2	10	3	4042.780861	2815.837337	46950.47746	1
010014921	1	3	2	1	6	0	4	2	1	01	3	294.1861055	219.4431605	3500.69919	1
010015432	3	8	4	1	4	0	6	2	1	01	3	3002.323936	2223.394746	50311.13755	1
010015638	1	3	2	1	5	0	1	2	1	01	1	321.8732998	240.0789968	6389.32427	1
010015861	2	1	1	2	8	0	-9	1	2	02	-9	2676.343704	1970.641685	42291.56735	2
010016000	2	6	3	2	8	0	9	1	2	02	3	1447.764191	1129.514264	24697.45107	1
010016149	3	5	3	3	8	0	7	2	3	08	3	2278.199938	1785.993195	34430.36054	1
010016185	2	4	2	2	8	0	5	2	2	07	3	2231.006856	1598.108113	30145.30313	1
010016279	1	9	4	1	5	0	7	2	1	01	3	587.5820233	410.1368457	9883.024438	1
010016925	1	5	3	1	5	0	2	2	1	01	1	182.538777	150.3456398	2793.327341	2
010016943	2	9	4	2	1	1	8	2	4	04	3	1442.492322	1004.999642	22247.77947	1
010017511	1	3	2	1	5	0	7	1	1	01	3	1418.606961	1106.288726	19341.62182	2
010017744	2	5	3	2	2	1	9	2	5	06	3	3218.074399	2521.790673	81878.22596	1
010017829	0.865753425	3	2	2	1	1	7	2	3	04	3	646.6429542	461.7194089	8022.421652	1
010017959	1	5	3	1	5	0	-9	2	1	01	-9	14.64240648	12.79744421	198.0980028	1
010018303	3	4	2	2	8	0	7	1	2	02	3	4743.060552	3331.846936	53540.35914	1
010018796	1	4	2	1	6	0	2	1	1	09	1	373.6398715	281.7133855	4565.127914	2
010019001	1	3	2	2	2	1	8	1	3	06	3	1339.435185	956.3384737	23163.65627	1
010019373	4	3	2	2	9	0	9	1	2	02	3	1887.603527	1393.253307	34182.35996	1
010019403	2	5	3	2	8	0	9	2	2	02	3	2110.138213	1554.803954	25984.45009	1
010019458	1	8	4	1	6	0	2	2	1	09	1	731.0926909	492.0258763	9349.282666	1
010019645	2	2	1	2	9	0	-9	1	2	10	-9	930.351959	705.7419645	13381.93801	1
010019690	0	5	3	1	4	0	3	1	1	01	2	0	0	0	2
010020155	3	6	3	2	2	1	7	2	4	04	3	1214.865849	965.4912861	24311.47265	1
010020436	1	7	3	1	5	0	6	2	1	01	3	479.320839	381.5918662	9704.094532	1
010020593	3	2	1	2	8	0	6	1	3	10	3	1072.818441	814.0280959	16440.84899	2
010021246	2	6	3	2	9	0	-9	2	2	10	-9	2310.607339	1839.061549	36792.35143	2
010021349	2	6	3	2	7	0	9	1	2	02	3	1814.61363	1443.369158	35551.82578	2
010021406	2	5	3	2	2	1	9	1	4	06	3	1625.70513	1337.645904	25228.54939	1
010021415	1	3	2	1	1	1	7	2	3	03	3	1242.51076	887.15855	13845.25698	1
010021992	2	6	3	1	5	0	7	1	1	01	3	3036.34699	2371.513245	35642.94348	1
010022047	2	5	3	2	9	0	8	2	2	10	3	2144.775017	1764.632729	32381.9479	2
010022298	4	4	2	3	2	1	8	2	6	04	3	5430.874765	4215.988725	96364.98885	2
010022458	3	4	2	2	2	1	5	2	6	04	1	1097.001799	788.8299742	14589.37931	1
010023222	1	9	4	2	9	0	5	1	2	10	3	288.2702627	201.0755275	3033.006184	1
010023240	3	5	3	3	8	0	2	1	3	10	1	856.7170652	671.9410004	16603.93191	1
010023389	1	4	2	1	6	0	2	2	1	09	1	194.9624027	147.0162204	1977.410978	1
010023558	2	3	2	3	3	1	7	2	5	04	3	3392.654748	2422.325079	39692.68536	2
010023585	1	3	2	1	5	0	2	2	1	01	1	324.9236101	232.0047029	8882.282373	1
010024265	3	3	2	3	8	0	7	2	3	08	3	1445.564708	1094.131411	22184.78534	1
010024434	2	9	4	2	1	1	6	2	3	06	3	2103.190983	1465.234793	25796.71843	1
010024443	3	2	1	3	8	0	7	1	3	08	3	3046.482894	2311.652731	51387.844	1
010024603	2	2	1	2	9	0	9	1	2	10	3	1138.412485	891.461497	20973.34729	1
010024920	4	8	4	4	3	1	8	1	4	08	3	3120.655686	2196.877361	43528.27298	2
010024966	2	3	2	2	1	1	9	1	3	04	3	2841.911655	2029.082541	47535.29258	2
010025002	3	4	2	3	3	1	7	2	3	08	3	3340.331216	2459.179665	44786.3293	1
010025123	2	8	4	2	9	0	9	1	2	10	3	1382.081061	930.1399251	18182.69622	1
010025150	8	6	3	2	8	0	9	1	2	02	3	8807.573324	6979.585074	154987.7733	2
010025280	1	2	1	2	9	0	3	2	2	10	2	162.4809821	123.3141381	2564.314075	1
010025628	1	5	3	1	5	0	9	2	1	01	3	354.4115557	289.4818049	6475.74088	1
010025785	3	9	4	3	3	1	9	1	4	06	3	2349.100369	1636.617027	35984.86681	1
010026090	1	8	4	1	5	0	6	2	1	01	3	933.4138298	691.3261488	11631.89119	1
010026148	1	2	1	1	6	0	2	2	1	09	1	157.0170537	122.9893451	2275.988093	1
010026698	1	4	2	3	3	1	9	1	4	04	3	560.7072936	401.3848314	6620.713353	1
010026755	6	6	3	4	3	1	7	1	6	06	3	2758.390868	2180.329405	54891.29979	1
010026830	1	3	2	1	5	0	6	1	1	01	3	1147.348745	855.7235018	19534.46632	1
010027181	3	2	1	2	7	0	4	1	2	02	2	4420.311676	3354.04851	79825.14874	1
010027332	2	5	3	2	9	0	7	2	2	10	3	369.3090295	286.2551847	5959.307312	2
010027510	3	5	3	3	3	1	8	2	4	06	3	1221.537188	1069.276272	23370.7805	2
010027716	1	1	1	1	7	0	-9	1	2	10	-9	224.0575686	161.2169824	3910.317011	1
010027734	6	3	2	4	7	0	8	2	6	08	3	5663.933907	4044.056838	87855.00157	1
010027891	3	2	1	2	9	0	7	1	2	10	3	674.5296158	529.6915619	9755.474601	1
010028311	4	8	4	2	9	0	5	2	3	10	3	2497.887597	1710.912174	18711.7481	1
010028870	4	3	2	2	9	0	6	2	2	10	3	1859.346282	1323.235982	22601.25369	2
010029381	2	3	2	2	7	0	9	2	2	02	3	3171.109655	2365.078193	48386.65357	1
010030202	2	3	2	2	2	1	7	2	3	06	3	882.0593555	687.9194843	13765.33512	1
010030332	3	3	2	2	8	0	9	2	2	10	3	4842.231144	3457.313973	59543.78978	1
010030613	2	2	1	2	9	0	8	2	2	02	3	806.1737646	611.7724971	11212.33669	2
010030640	3	8	4	1	5	0	7	2	1	01	3	2675.678046	1885.389419	36039.32435	1
010030846	2	5	3	2	8	0	8	1	2	02	3	774.9283459	600.7551603	13211.11328	2
010030921	3	9	4	3	3	1	9	1	4	06	3	3386.214949	2358.891587	45620.70998	1
010030985	2	9	4	2	7	0	5	2	3	10	3	1567.939339	1092.289418	28381.01709	1
010031197	1	5	3	1	5	0	8	1	1	09	3	341.7051561	281.2821028	5544.534722	1
010031571	2	9	4	1	6	0	9	2	1	01	3	581.6441229	406.0197543	4754.631693	1
010031982	2	1	1	2	9	0	4	2	2	10	2	1891.187208	1365.20913	23898.46404	1
010032167	2	3	2	3	3	1	8	1	5	04	3	2143.124901	1530.190588	31334.97007	1
010032402	1	4	2	1	4	0	7	2	1	01	3	345.1789413	247.093465	7859.714547	1
010032635	1	9	4	1	5	0	8	2	1	01	3	704.2330653	446.6173909	8342.524837	1
010032680	1	9	4	2	1	1	6	1	3	04	3	618.5822093	431.7686488	13166.90812	1
010033061	2	3	2	2	1	1	7	2	3	04	3	2132.294592	1522.472626	27754.66977	2
010033100	2	3	2	2	1	1	9	2	4	04	3	2394.071361	1811.92352	33974.81234	2
010033605	4	3	2	1	5	0	9	1	1	01	3	2429.625796	1838.887133	44739.07498	1
010033771	1	1	1	2	8	0	4	2	2	02	2	148.4351096	107.0775944	1516.503092	1
010034040	1	8	4	1	5	0	7	1	1	01	3	473.2352165	318.5439438	6249.669114	1
010034255	2	9	4	2	9	0	9	1	2	02	3	3640.401162	2535.564415	49096.69616	1
010034871	2	3	2	2	9	0	7	1	2	02	3	3066.17019	2189.211725	42298.17522	2
010035092	3	3	2	3	3	1	8	2	3	08	3	2784.407119	2076.733998	37071.99045	1
010035122	3	9	4	2	2	1	9	1	4	06	3	1797.672659	1252.381654	23426.82642	1
010035289	2	5	3	2	8	0	9	2	2	02	3	5982.0327	4920.831788	97462.37015	1
010035337	1	3	2	1	6	0	6	2	1	09	3	331.4657572	247.2414129	4784.658662	1
010035346	1	6	3	1	9	0	7	1	2	10	3	767.3320904	609.8169008	13826.81235	1
010035579	1	1	1	1	2	1	2	2	4	03	1	231.316023	170.3516018	2998.055804	1
010036053	2	8	4	2	2	1	6	2	5	04	2	1772.458948	1273.91562	30316.05749	1
010036147	2	2	1	2	2	1	9	2	4	06	3	1432.175325	1121.484423	23798.403	1
010036222	3	9	4	2	1	1	8	2	4	04	3	2698.207432	1930.752416	41722.83643	1
010036231	2	4	2	2	2	1	9	1	4	04	3	1045.563435	743.3980247	15385.93713	1
010036334	1	9	4	1	4	0	3	1	1	01	2	734.6787847	511.8359348	12400.84372	1
010036530	3.619178082	2	1	4	3	1	7	2	6	06	3	1860.199145	1411.591358	26018.24064	1
010036594	1	9	4	1	4	0	3	1	1	01	2	328.272566	224.7634871	7843.117736	1
010036642	2	8	4	2	8	0	7	1	2	02	3	1271.336585	855.7692483	12111.54099	1
010036763	1	9	4	0	5	0	2	2	1	09	1	1141.895701	999.4970685	19165.99934	1
010036848	4	9	4	4	8	0	9	1	4	08	3	2136.020554	1488.532784	33578.98698	1
010036857	1	3	2	1	5	0	8	2	1	01	3	623.5222876	471.9095433	14407.19597	1
010036875	1	5	3	2	1	1	-9	2	3	03	-9	585.2036523	431.1984059	10806.40499	1
010037032	0	2	1	0	7	0	1	1	2	02	1	0	0	0	1
010037126	2	4	2	4	3	1	7	1	4	08	3	2147.073431	1618.67103	28443.51073	1
010037180	2	4	2	2	8	0	5	2	2	02	3	1612.377463	1187.047888	27748.66053	1
010037573	1	9	4	1	6	0	3	2	1	09	2	199.5739919	136.6944855	2583.552143	1
010037890	2	6	3	1	5	0	7	2	1	01	3	888.2452749	674.7775697	17528.01332	1
010038150	2	8	4	1	4	0	6	1	1	01	3	1203.863654	865.2666505	24398.87895	1
010038169	2	2	1	2	1	1	9	2	5	04	3	1976.994301	1500.148432	28198.53854	1
010038178	3	7	3	1	6	0	6	1	1	09	3	939.6433467	732.0411661	9812.93514	1
010038196	2	4	2	2	2	1	8	1	3	06	3	2140.181669	1683.320579	42204.91073	2
010038646	1	5	3	1	6	0	7	2	1	01	3	439.3741627	344.4938769	8333.12591	1
010038691	1	1	1	1	4	0	6	1	1	01	3	1047.54525	765.0340419	22155.44656	1
010039465	2	6	3	2	8	0	9	2	2	02	3	2023.078047	1607.757064	29964.15056	1
010039737	0	2	1	2	1	1	8	1	4	04	3	0	0	0	2
010039960	4	3	2	2	8	0	8	2	2	02	3	2248.765825	1753.730453	33422.68558	2
010040322	2	5	3	2	1	1	8	1	3	04	3	163.2237792	121.2856206	1738.267883	1
010040537	2	5	3	2	1	1	6	2	3	04	3	1162.489528	901.0431306	22715.03371	1
010040845	2	2	1	2	2	1	9	1	4	06	3	457.9373435	345.3067446	4478.941566	1
010040872	2	2	1	2	9	0	6	1	2	10	3	1330.112112	1009.315122	19907.54373	1
010040966	1	2	1	1	6	0	-9	2	1	09	-9	278.8652542	218.388887	5744.759081	1
010041226	3	3	2	3	7	0	7	1	3	08	3	2422.869885	1752.788015	40960.96809	2
010041235	3	3	2	3	2	1	1	2	4	06	1	1293.877226	910.865035	19225.5576	2
010041338	1	5	3	1	6	0	6	2	1	09	3	611.1668881	499.1025341	10007.2703	2
010041927	2	5	3	2	9	0	9	1	2	02	3	1475.60371	1143.59249	34180.7575	1
010042111	2	9	4	2	8	0	8	1	2	02	3	540.891003	377.192816	7386.106646	1
010042193	1	2	1	1	5	0	9	2	1	01	3	575.6475177	450.7678687	12124.75596	1
010042698	1	4	2	1	2	1	7	2	2	05	3	1163.234096	886.7044971	20574.32589	1
010043015	2	4	2	2	8	0	6	2	2	02	3	1091.792342	781.0939384	15969.51644	1
010043060	3	3	2	2	8	0	-9	1	2	10	-9	1323.855632	1032.262925	18953.05415	1
010043332	2	3	2	2	9	0	8	1	2	10	3	4968.469139	3839.701796	78642.31423	1
010043583	2	2	1	2	9	0	6	2	2	10	3	979.0923924	766.712146	18127.64586	1
010043930	4	9	4	3	3	1	8	2	3	08	3	3448.568678	2424.959876	62534.80824	1
010044254	2	3	2	2	7	0	9	1	2	02	3	1594.041788	1206.447725	26640.49319	1
010044281	2	8	4	1	6	0	3	2	1	09	2	4109.218544	3102.738745	20800.92915	1
010044861	1	9	4	1	5	0	9	2	1	01	3	1394.667891	955.1086269	17468.88333	1
010045019	2	8	4	1	7	0	6	2	2	02	3	2132.137904	1462.437817	29648.25622	1
010045224	2	5	3	2	8	0	5	1	2	02	3	2495.479254	2052.956142	51719.39728	1
010045475	1	3	2	1	6	0	2	2	1	09	1	383.629426	299.1991168	5138.781865	1
010045943	4	1	1	2	3	1	9	1	3	08	3	3529.391574	2598.780484	51815.02915	2
010047161	2	5	3	2	9	0	6	2	2	10	3	765.8315689	593.7301274	11403.49114	2
010047433	2	5	3	1	5	0	9	1	1	01	3	229.5275067	187.5105064	3003.221822	2
010047741	2	8	4	2	2	1	7	2	3	06	3	1861.014135	1311.337565	25607.08153	2
010048533	1	3	2	1	6	0	5	2	1	09	3	557.1712495	415.5792292	7070.784659	1
010049745	4	3	2	4	2	1	9	2	5	06	3	2894.985327	2191.091006	46284.99554	1
010050385	3	3	2	3	8	0	6	1	3	08	3	2649.592699	1976.504991	30874.83352	2
010050424	2	9	4	1	1	1	7	1	2	05	3	1683.413111	1175.039413	23356.59693	2
010050518	3	3	2	2	7	0	2	1	2	02	1	13024.03499	9856.647204	184626.9553	1
010050611	1	3	2	2	9	0	7	1	2	10	3	1533.909486	1160.902128	23409.0869	2
010050648	1	5	3	1	5	0	7	1	1	01	3	1583.157847	1302.43246	25135.26411	1
010050956	2	5	3	1	9	0	8	2	2	10	3	1651.22815	1216.668915	25517.00471	1
010051403	2	4	2	2	1	1	9	2	4	04	3	1961.554458	1542.872877	24885.92206	1
010051430	2	1	1	2	1	1	9	1	4	04	3	1789.730397	1291.978231	22274.18384	1
010052174	1	3	2	3	3	1	4	2	6	03	1	310.6762149	235.1587838	4942.419032	1
010052473	1	8	4	1	5	0	9	1	1	01	3	1234.57469	914.2506231	18411.10346	1
010052660	1	5	3	1	5	0	6	2	1	01	3	1314.749783	1081.588105	29349.68196	1
010052736	2	3	2	2	8	0	8	2	2	10	3	2555.021628	1933.704912	48395.13204	1
010052754	3	3	2	3	1	1	3	1	4	04	1	660.4836835	512.7685389	8615.785016	2
010052996	3	4	2	3	2	1	9	2	4	06	3	1800.161209	1288.617055	25691.34189	1
010053087	3	2	1	1	2	1	6	2	3	03	3	1815.761787	1421.847294	39899.54092	1
010053126	1	5	3	1	2	1	3	2	4	03	1	59.97192638	48.9038297	767.2711964	1
010053199	0	1	1	1	6	0	1	2	1	09	1	0	0	0	1
010053229	1	5	3	1	6	0	-9	1	1	09	-9	310.0209656	255.2334849	4621.353537	1
010053283	4	5	3	3	8	0	8	1	3	08	3	4583.707044	3552.160424	89753.73822	2
010053489	2	1	1	2	2	1	6	1	5	04	3	751.054762	542.227003	9711.276349	1
010053591	1	2	1	2	9	0	-9	2	2	10	-9	439.7897484	344.4011825	7469.025828	1
010053621	1	4	2	2	9	0	7	1	2	10	3	1227.22285	965.2500557	22266.31492	2
010053939	3	9	4	2	1	1	9	2	4	04	3	2926.047483	2038.053255	32714.66008	1
010054749	2	7	3	3	2	1	9	2	5	06	3	1771.019289	1409.742214	28591.08592	1
010055483	2	7	3	2	8	0	8	2	2	10	3	1266.090916	1007.897161	21480.57055	1
010055746	1.167123288	9	4	2	8	0	9	2	2	02	3	1727.666632	1183.160482	17961.11124	1
010055803	1	9	4	1	3	1	7	1	3	05	3	298.3624684	204.3505644	3448.340332	1
010055849	1	9	4	1	4	0	2	1	1	01	1	668.2760165	465.4664102	22734.32259	1
010056118	1	2	1	1	6	0	4	2	1	09	3	573.4860537	449.081525	10494.10661	1
010056341	1	3	2	1	6	0	2	2	1	09	1	334.1582771	238.616029	4655.627041	2
010056547	1	9	4	1	6	0	2	2	1	09	1	330.7109107	230.5779156	4418.520286	2
010056677	1	3	2	1	6	0	4	2	1	09	3	316.9030348	226.3034531	3573.99523	1
010056903	3	6	3	1	5	0	7	1	1	01	3	913.9943358	712.2682608	14297.81262	1
010057290	1	1	1	1	6	0	6	1	1	09	3	2064.20731	1461.335077	35767.53187	1
010057919	1	2	1	2	7	0	6	2	2	02	3	340.6994794	258.5374205	6909.972915	1
010057937	2	8	4	2	9	0	-9	2	2	10	-9	547.592202	418.1723623	6697.475539	1
010058493	0	3	2	0	6	0	3	2	1	09	2	0	0	0	1
010058671	1	9	4	3	8	0	5	1	3	08	3	238.9560247	166.6729294	3101.192986	1
010058738	1	3	2	1	4	0	6	2	1	01	3	633.5544796	457.9724434	10276.36072	1
010059155	3	8	4	4	3	1	6	2	5	06	2	2167.432899	1527.281747	30345.03603	1
010059191	3	9	4	2	7	0	9	2	2	02	3	5430.450361	3755.36733	88961.06262	1
010059315	3	5	3	3	3	1	8	2	3	08	3	2996.92821	2325.949168	52519.54647	1
010059623	2	9	4	2	9	0	8	2	2	02	3	1007.76018	702.2955176	15134.36514	1
010059968	2	8	4	2	7	0	9	1	2	02	3	951.0162582	652.5521054	13010.99661	1
010059977	0	4	2	1	5	0	2	2	1	01	1	0	0	0	1
010059995	1	9	4	0	2	1	1	2	2	05	1	296.1479487	225.9298256	3796.000591	1
010060197	1	5	3	2	9	0	5	1	2	10	3	879.0317868	723.2266085	17111.69267	1
010060496	1	9	4	1	4	0	1	1	1	01	1	832.6256433	631.7951997	15392.86408	1
010060553	3	8	4	2	2	1	-9	2	4	06	-9	3788.613985	2755.308072	52758.76115	1
010060722	2	2	1	2	2	1	7	2	4	06	3	3624.802205	2750.449311	44773.93896	2
010060777	3	7	3	1	5	0	9	2	1	02	3	1237.626561	931.9786556	20886.33169	1
010061064	0	8	4	0	6	0	8	2	1	09	3	0	0	0	1
010061251	2	9	4	2	2	1	9	1	4	06	3	3554.474603	2475.71287	43134.36122	1
010061523	2	5	3	2	2	1	9	1	4	06	3	783.3155692	644.8053116	12157.82531	1
010061895	1	5	3	1	2	1	6	2	3	05	3	883.9386758	727.3056325	14114.70989	1
010062016	3	5	3	3	7	0	4	2	3	02	2	2072.542475	1705.283651	42029.78823	1
010062137	2	6	3	1	6	0	-9	1	1	09	-9	371.3207362	295.1375391	4287.488776	1
010062203	2	3	2	3	2	1	7	2	6	04	2	1630.361993	1233.940136	24976.32884	1
010062276	1	5	3	1	9	0	4	2	2	10	3	71.9930073	56.34411606	756.8736249	1
010062669	2	3	2	2	8	0	-9	1	2	02	-9	448.5153341	349.8165414	7837.258894	2
010063198	1	3	2	1	5	0	5	2	1	02	3	197.8329079	154.3181299	1783.798496	1
010063200	0	1	1	0	6	0	6	2	1	09	3	0	0	0	1
010063255	1	3	2	1	5	0	6	2	1	01	3	392.2987295	305.954776	6100.140748	1
010063264	1	1	1	1	6	0	4	2	1	09	3	220.3950408	159.1320243	2786.196434	1
010063303	1	3	2	1	6	0	-9	2	1	01	-9	588.6836549	459.0940984	10771.09396	1
010063349	2	7	3	2	8	0	8	2	2	02	3	755.0075669	610.8663083	11713.85855	1
010063358	1	6	3	1	2	1	3	2	3	05	1	411.7585179	327.3179625	7073.579599	1
010063451	3	4	2	2	8	0	6	2	2	10	3	6759.668697	5406.401353	54097.51449	2
010063479	4	4	2	3	2	1	9	1	4	06	3	2187.7112	1720.90341	30310.72209	1
010063787	4	4	2	3	3	1	6	2	3	08	3	3536.52172	2684.933504	50474.91634	2
010063901	2	2	1	3	2	1	5	2	4	06	2	1423.161633	1079.89551	29535.58004	2
010064074	2	2	1	4	3	1	9	1	5	06	3	1122.283922	851.6218498	16866.60783	1
010064131	2	8	4	1	6	0	6	1	1	09	3	1405.981565	964.2088299	13822.31893	2
010064476	4	8	4	2	3	1	4	2	3	08	2	1895.418187	1300.452105	25289.56023	1
010064560	2	5	3	1	5	0	7	1	1	01	3	2208.465248	1711.653173	29022.882	2
010064618	2	9	4	2	9	0	7	1	2	10	3	873.257309	609.5734144	11091.67558	1
010064636	2	1	1	2	8	0	7	1	2	02	3	1472.147693	1083.866064	18644.76663	2
010065017	2	2	1	2	2	1	7	2	6	04	3	1190.231264	931.6129729	23742.00542	1
010065839	2	2	1	2	9	0	9	1	2	10	3	886.8783791	672.9982569	14464.63412	1
010065932	2.37260274	3	2	2	2	1	9	2	4	06	3	3216.95574	2399.3068	45411.92711	1
010066359	2	9	4	2	9	0	9	2	2	02	3	1081.032231	786.1847148	14212.78185	1
